id;fr_fr
7326;Hache de Thun'grim
7329;Epée de Thun'grim
7331;Bouclier de la phalange
7333;Sifflet de surveillant
7338;Anneau changeant
7340;Solitaire sans défaut
7350;Brassards de disciple
7335;Tunique du grizzly
7342;Bague de Piffeny en argent
7344;Torche de la sainte flamme
7346;Marteau de Bingles
7332;Armure régalienne
7372;Giberne en cuir lourd
7392;Ecaille de dragonnet vert
7406;Corde d'infiltrateur
7348;Gants de fléchier
7351;Bottes de disciple
7355;Brassards de doyen
7357;Chapeau de doyen
7353;Gambison de doyen
7359;Gants terrestres lourds
7368;Pantalon de doyen
7374;Armure en cuir mat
7352;Epaulières terrestres en cuir
7358;Gants de chapardeur
7367;Mantelet de doyen
7494;Sangle de capitaine
7356;Cape de doyen
7360;Patron : Gants noirs en cuir
7362;Patron : Epaulières terrestres en cuir
7365;Indicateur Gnoam
7361;Patron : Gants d'herboriste
7363;Patron : Gants de chapardeur
7364;Patron : Gants terrestres lourds
7366;Gants de doyen
7370;Echarpe de doyen
7434;Bottes crépusculaire
7458;Bottes de chevalier
7492;Cape de capitaine
7373;Jambières en cuir mat
7377;Cape de givre en cuir
7391;Bottes de rapidité
7407;Armure d'infiltrateur
7375;Armure de dragonnet vert
7378;Brassards mats
7386;Brassards de dragonnet vert
7387;Ceinture mate
7376;Capsuleur soufflant de Bingles
7390;Bottes mates
7419;Cape de la phalange
7433;Gants crépusculaire
7389;Livre de comptes de la KapitalRisk
7421;Gantelets de la phalange
7423;Jambières de la phalange
7424;Spallières de la phalange
7408;Epaulières d'infiltrateur
7410;Brassards d'infiltrateur
7411;Cape d'infiltrateur
7413;Coiffe d'infiltrateur
7409;Bottes d'infiltrateur
7412;Gants d'infiltrateur
7414;Pantalon d'infiltrateur
7415;Spallières de derviche
7416;Brassards de la phalange
7418;Cuirasse de la phalange
7420;Protège-front de la phalange
7432;Capuche crépusculaire
7417;Bottes de la phalange
7422;Ceinturon de la phalange
7430;Robe crépusculaire
7435;Mantelet crépusculaire
7428;Peau de félin des ombres
7429;Armure crépusculaire
7431;Pantalon crépusculaire
7446;Cape de sentinelle
7437;Crispins crépusculaire
7438;Ceinture crépusculaire
7436;Cape crépusculaire
7440;Chausses de sentinelle
7439;Cuirasse de sentinelle
7441;Coiffe de sentinelle
7444;Bottes de sentinelle
7447;Brassards de sentinelle
7442;Clé de Gyromast
7443;Gants de sentinelle
7445;Epaulières de sentinelle
7455;Garde-jambes de chevalier
7449;Patron : Jambières en cuir mat
7448;Ceinturon de sentinelle
7450;Patron : Armure de dragonnet vert
7452;Patron : Bottes mates
7451;Patron : Brassards de dragonnet vert
7454;Cuirasse de chevalier
7456;Protège-front de chevalier
7461;Brassards de chevalier
7453;Patron : Bottes de rapidité
7460;Cape de chevalier
7462;Ceinturon de chevalier
7465;Cimier de chevalier
7457;Gantelets de chevalier
7472;Bottes régaliennes
7473;Mantelet régalien
7474;Cape régalienne
7459;Espauliers de chevalier
7464;Glyphes d'invocation
7471;Gants régaliens
7476;Echarpe régalienne
7463;Targe de sentinelle
7468;Robe régalienne
7475;Crispins régaliens
7477;Tunique de forestier
7469;Jambières régaliennes
7470;Chapeau de sorcier régalien
7490;Bottes de capitaine
7508;Orbe tellurique
7478;Jambières de forestier
7481;Bottes de forestier
7479;Heaume de forestier
7484;Garde-poignets de forestier
7480;Gants de forestier
7482;Epaulières de forestier
7483;Cape de forestier
7486;Cuirasse de capitaine
7485;Corde de forestier
7488;Diadème de capitaine
7499;Clé médiane de Gelkak
7507;Orbe arcanique
7487;Jambières de capitaine
7489;Gantelets de capitaine
7768;Outre rouge vide
7811;Restes d'eau pure
7491;Garde-épaules de capitaine
7934;Heaume lourd en mithril
7943;Lame pernicieuse en mithril
7947;Coutelas d'ébène
7493;Brassards de capitaine
7722;Amulette de Triune
7727;Espauliers de veilleur
7731;Talisman d'éclat fantôme
7495;Targe de capitaine
8201;Masque du grand vaudou
8253;Echarpe impériale rouge
7496;Bouclier de guerre en plaques
7509;Robe en tisse-mana
7512;Robe du Néant
7514;Baguette furie-de-glace
7498;Clé supérieure de Gelkak
8200;Robe du grand vaudou
8255;Ceinturon en peau de serpent
7510;Robe du feu-sorcier mineur
7511;Robe du nœud astral
7515;Orbe céleste
7517;Tunique de tulle
7513;Baguette ragefeu
7516;Instructions de Tabetha
7519;Pantalon de tulle
7525;Brassards de tulle
7518;Robe de tulle
7520;Chapel en tulle
7521;Gants de tulle
7523;Protège-épaules de tulle
7522;Bottes de tulle
7609;Bâton de doyen en ambre
7628;Lettre quelconque
7627;Livraison pour Dolanaar
7524;Cape de tulle
7528;Jambières de cabaliste
7530;Gants de cabaliste
7532;Spallières de cabaliste
7526;Ceinture de tulle
7531;Bottes de cabaliste
7533;Cape de cabaliste
7535;Ceinture de cabaliste
7527;Plastron de cabaliste
7529;Heaume de cabaliste
7540;Heaume de champion
7539;Jambières de champion
7534;Brassards de cabaliste
7536;Grand pavois de champion
7538;Armure de champion
7542;Grèves de champion
7537;Bouclier gothique
7541;Gantelets de champion
7543;Espauliers de champion
7544;Cape de champion
7545;Brassards de champion
7551;Talisman tressé d'opaline
7561;Schéma : Défibrillateur gobelin
7566;Epée de la famille Agamand
7546;Ceinturon de champion
7549;Baiser des fées
7554;Branche de saule
7556;Orbe crépusculaire
7552;Serre de l'épervier
7555;Etoile régalienne
7553;Bague de la licorne
7559;Canne runique
7557;Bâtonnet de tulle
7558;Douve chatoyante
7607;Baguette de la martre
7669;Rubis de collier brisé
7560;Schéma : Télécommande universelle gnome
7610;Sphère de l'aurore
7629;Fardeau d'Ukor
7667;Flasque de divination de Talvash
7567;Hache de la famille Agamand
7568;Dague de la famille Agamand
7569;Masse de la famille Agamand
7587;Instructions de Thun'grim
7586;Espoir de Tharnariun
7606;Gantelets polaires
7608;Bock orné de voyant
7611;Bâton de Longuebrume
7613;Patron : Armure verte en cuir
7626;Ballot de fourrures
7668;Journal maculé de sang
7689;Aube morbide
7646;Caisse de ravitaillement de l'auberge
7666;Collier brisé
7670;Saphir de collier brisé
7671;Topaze de collier brisé
7672;Source d'énergie du collier brisé
7676;Thé de chardon
7678;Recette : Thé de chardon
7680;Ecaille de basilic jadéchine
7673;Collier d'amélioration de Talvash
7674;Livraison pour Mathias
7675;Programme d'embarquement
7679;Croc de chauve-souris grièche
7682;Tisonnier de torture
7683;Coup de poing sanglant en laiton
7684;Mantelet de mage de sang
7685;Orbe du Prophète oublié
7686;Oeil d'échine-de-fer
7687;Poing d'échine-de-fer
7688;Thorax d'échine-de-fer
7708;Baguette nécrotique
7690;Cestes d'ébène
7711;Robe de Doan
7720;Chapeau de Blanchetête
7723;Puissance de Mograine
7691;Voile embaumé
7709;Jambières flétries
7710;Trique d'entraînement de Loksey
7713;Perche illusoire
7712;Mantelet de Doan
7714;Lame hypnotique
7719;Heaume du berserker déchaîné
7721;Main de la droiture
7717;Ravageuse
7718;Epaulière d'Hérode
7726;Egide du commandant écarlate
7729;Mousquet Chasse-peau
7715;Rapport d'Onin
7724;Gantelets de divinité
7728;Robe de tromperie
7735;Rose de Jannok
7730;Écraseur de cobalt
7740;Médaillon de Gni'kiv
7746;Recommandation de la Ligue des explorateurs
7750;Mantelet de malédiction
7733;Bâton de la préhistoire
7736;Massue de combat
7747;Vil Protecteur
7751;Bottes de Vorrel
7734;Sac des six démons
7739;Cape de bûcheron
7767;Outre bleue vide
7810;Fiole d'eau pure
7737;Journal de Sethir
7738;Gants résineux
7742;Schéma : Système d'occultation gnome
7749;Orbe Oméga
7741;La Hampe de Tsol
7754;Bottes d'annonciateur
7758;Godandac impitoyable
7759;Plastron d'archonte
7752;Tueuse-de-rêve
7766;Outre marron vide
7770;Outre bleue remplie
7771;Outre rouge remplie
7753;Trucidante
7761;Déchireuse griffe-d'acier
7812;Bracelets de manifestation corrompue
7933;Bottes lourdes en mithril
7755;Epaulières de silex
7756;Gants de dressage de chien
7760;Kilt de chef de guerre
7769;Outre marron remplie
7757;Bâton de Tissevent
7808;Carré de chocolat
7847;Gésier de busard
7866;Récipient thaumaturgique vide
7786;Fend-la-tête
7807;Barre de chocolat
7914;Cuirasse barbare en fer
7917;Gants barbares en fer
7787;Gardien resplendissant
7806;Sucette
7813;Éclat d'eau
7846;Croc de coyote des rochers
7848;Fragment d'élémentaire de roche
7867;Récipient de sang du dragon
7912;Pierre solide
7918;Epaulières lourdes en mithril
7871;Gage de voleur
7886;Journal non traduit
7909;Aigue-marine
7911;Minerai de vrai-argent
7870;Coffret thaumartugique
7887;Gemmes et collier récupérés
7888;Collier d'amélioration de Jarkal
7906;Cornes de Nez'ra
7908;Journal de Klaven Morteveille
7907;Certificat des voleurs
7910;Rubis étoilé
7913;Epaulières barbares en fer
7915;Heaume barbare en fer
7916;Bottes barbares en fer
7919;Gantelets lourds en mithril
7920;Pantalon en écailles de mithril
7921;Pantalon lourd en mithril
7926;Pantalon orné en mithril
7929;Jambières de guerre orques
7931;Camail en mithril
7922;Heaume en plaques d'acier
7924;Brassards en écailles de mithril
7925;Gants en écailles de mithril
7932;Epaulières en écailles de mithril
7930;Cuirasse lourde en mithril
7938;Gantelets en vrai-argent
7959;Flétrisseuse
7970;B.G.A.C.
7928;Epaulières ornées en mithril
8069;Balle dure fabriquée
8071;Badine grésillante
8073;Cache de mixture altérée de Zanzil
7935;Cuirasse ornée en mithril
7961;Lame fantôme
7963;Cuirasse en acier
7966;Silex à aiguiser solide
7936;Bottes ornées en mithril
7960;Championne en vrai-argent
7965;Pierre de lest solide
7969;Eperons en mithril
7937;Heaume orné en mithril
7941;Hache lourde en mithril
7955;Claymore en cuivre
7980;Plans : Heaume barbare en fer
7939;Cuirasse en vrai-argent
7944;Rapière éblouissante en mithril
7946;Marteau runique en mithril
7957;Estramaçon en bronze
7942;Hache lumineuse bleue
7945;Grande masse noire
7958;Hache d'armes en bronze
7978;Plans : Epaulières barbares en fer
7956;Marteau de guerre en bronze
7954;Le Fracasseur
7964;Pierre à aiguiser solide
7968;Trésor des mers du Sud
7967;Pointe de bouclier en mithril
7971;Perle noire
7973;Palourde à large bouche
7982;Plans : Gants barbares en fer
7972;Ichor de non-mort
7976;Plans : Pointe de bouclier en mithril
7987;Plans : Heaume orné en mithril
7991;Plans : Epaulières en écailles de mithril
7974;Chair de palourde piquante
7975;Plans : Pantalon lourd en mithril
8076;Pain au lait invoqué
8078;Eau pétillante invoquée
7977;Plans : Gantelets en écailles de mithril
7985;Plans : Epaulières ornées en mithril
7989;Plans : Eperons en mithril
7994;Plans : Jambières de guerre orques
7979;Plans : Cuirasse barbare en fer
7983;Plans : Pantalon orné en mithril
7990;Plans : Heaume lourd en mithril
8077;Eau minérale invoquée
7984;Plans : Gants ornés en mithril
8079;Eau cristalline invoquée
8080;Plastron en plaques légères
8082;Bottes en plaques légères
7995;Plans : Brassards en écailles de mithril
7997;Masque rouge de Défias
8006;Le Ziggler
8009;Pierre de puissance Dentrium
7992;Plans : Hache lumineuse bleue
8007;Citrine de mana
8028;Plans : Marteau runique en mithril
8026;Trésor de la famille Garrett
7993;Plans : Rapière éblouissante en mithril
8083;Brassards en plaques légères
8084;Gantelets en plaques légères
8085;Pantalon en plaques légères
7996;Chapeau de pêcheur usé
8008;Rubis de mana
8030;Plans : Coutelas d'ébène
8047;Champignon magenta
8027;Trésor de Krom Rudebras
8029;Plans : Lame pernicieuse en mithril
8051;Lance-fusée
8066;Sifflet de Fizzule
8046;Journal de Kearnen
8048;Capturêve d'émeraude
8049;Collier pin-tordu
8081;Ceinture en plaques légères
8050;Joyau de Tallonkai
8052;Pierre de puissance An'Alleum
8053;Source d'énergie en obsidienne
8067;Balle légère fabriquée
8068;Balle lourde fabriquée
8070;Bon de récompense
8074;Tête de Gallywix
8075;Pain de route invoqué
7927;Gants ornés en mithril
7981;Plans : Bottes barbares en fer
7986;Plans : Cuirasse ornée en mithril
7988;Plans : Bottes ornées en mithril
8086;Protège-épaules en plaques légères
8087;Echantillon de la mixture altérée de Zanzil
8090;Brassards de plates
8093;Jambières de plates
8088;Ceinture de plates
8109;Cape hivernale
8125;Brassards de myrmidon
8131;Heaume de myrmidon
8092;Heaume de plates
8091;Gants de plates
8094;Armure de plates
8106;Armure hivernale
8095;Huile d'Hinott
8108;Brassards hivernaux
8111;Mantelet hivernal
8112;Pantalon hivernal
8107;Bottes hivernales
8113;Robe hivernale
8116;Ceinture héraldique
8115;Capuche hivernale
8114;Echarpe hivernale
8117;Bottes héraldiques
8119;Cuirasse héraldique
8118;Brassards héraldiques
8120;Cape héraldique
8123;Jambières héraldiques
8122;Chapel héraldique
8126;Cuirasse de myrmidon
8121;Gants héraldiques
8124;Spallières héraldiques
8129;Ceinturon de myrmidon
8137;Brassards chromites
8127;Cape de myrmidon
8128;Gantelets de myrmidon
8130;Grèves de myrmidon
8135;Bouclier chromite
8133;Espauliers de myrmidon
8144;Espauliers chromites
8146;Serre cruelle
8150;Sel de Fonderoc
8134;Bouclier de myrmidon
8140;Ceinturon chromite
8157;Pansière de jouteur
8163;Espauliers de jouteur
8138;Pansière chromite
8143;Cuissards chromites
8142;Barbute chromite
8149;Charme vaudou
8139;Gantelets chromites
8153;Sauvageonne
8181;Carabine de chasse
8182;Carabine à plomb
8141;Grèves chromites
8151;Flacon de mojo
8154;Ecaille de scorpide
8160;Grèves de jouteur
8152;Flacon de grand mojo
8155;Sacrifice de Sathrah
8159;Ceinturon de jouteur
8161;Visière de jouteur
8158;Gantelets de jouteur
8176;Bandeau de la nuit
8175;Tunique de la nuit
8183;Arc précis
8156;Garde-poignets de jouteur
8162;Cuissards de jouteur
8172;Peau épaisse traitée
8177;Epée d'exercice
8165;Ecaille de dragon usée
8167;Ecaille de tortue
8170;Cuir robuste
8174;Chapeau de cuir confortable
8169;Peau épaisse
8173;Renfort d'armure épais
8178;Epée d'entraînement
8192;Epaulières de la nuit
8168;Plume noire
8171;Peau robuste
8179;Arc de cadet
8193;Pantalon de la nuit
8180;Arc de chasse
8195;Cape de la nuit
8196;Cimeterre d'ébène
8197;Bottes de la nuit
8184;Boute-flammes
8185;Jambières en écailles de tortue
8186;Baguette redoutable
8190;Epée de Hanzo
8187;Gants en écailles de tortue
8188;Fusil explosif
8189;Cuirasse en écailles de tortue
8191;Heaume en écailles de tortue
8089;Bottes de plates
8110;Gants hivernaux
8132;Jambières de myrmidon
8136;Tumeur gargantuesque
8194;Casse-noisettes gobelin
8252;Robe impériale rouge
8198;Brassards en écailles de tortue
8208;Heaume armé du scorpide
8210;Epaulières en cuir fauve
8213;Bottes en cuir fauve
8199;Destructeur de bataille
8258;Armure en peau de serpent
8202;Pantalon du grand vaudou
8205;Brassards armés du scorpide
8207;Epaulières armées du scorpide
8211;Gilet en cuir fauve
8203;Cuirasse armée du scorpide
8204;Gants armés du scorpide
8206;Jambières armées du scorpide
8209;Bottes armées du scorpide
8212;Jambières en cuir fauve
8214;Casque en cuir fauve
8216;Cape du grand vaudou
8224;Eventreur silithide
8215;Cape en cuir fauve
8217;Carquois de tir rapide
8218;Giberne en cuir épais
8223;Lame du basilic
8225;Perceur souillé
8248;Cape impériale rouge
8226;La Bouchère
8244;Sphère de draenéthyste sans défaut
8245;Tunique impériale rouge
8246;Bottes impériales rouges
8247;Brassards impériaux rouges
8279;Heaume valeureux
8281;Espauliers valeureux
8284;Bottes des Arcanes
8249;Gants impériaux rouges
8251;Pantalon impérial rouge
8250;Mantelet impérial rouge
8254;Diadème impérial rouge
8256;Bottes en peau de serpent
8261;Heaume en peau de serpent
8262;Jambières en peau de serpent
9336;Défense de Troll plaquée or
9420;Casque colonial d'aventurier
9429;Casque de mineur de fond
8263;Spallières en peau de serpent
8264;Garde-poignets de Fort-Ebène
8268;Ceinturon de Fort-Ebène
9333;Collier en argent terni
9419;Marteau de feu de Galgann
9425;Pendule du destin
8271;Jambières de Fort-Ebène
8276;Gantelets valeureux
8278;Grèves valeureuses
8286;Cape des Arcanes
8287;Gants des Arcanes
8274;Corselet valeureux
9334;Pot craquelé
9421;Pierre de soins majeure
9424;Epée de Ginn-su
8282;Bouclier valeureux
8288;Ailettes des Arcanes
8291;Echarpe des Arcanes
8294;Bottes de voyageur
8290;Robe des Arcanes
8293;Ceinture de voyageur
8296;Pourpoint de voyageur
8313;Targe de héros
8289;Jambières des Arcanes
8295;Brassards de voyageur
8298;Gants de voyageur
8301;Spallières de voyageur
8292;Couvre-chef des Arcanes
8299;Heaume de voyageur
8303;Cuirasse de héros
8304;Cape de héros
8300;Jambières de voyageur
8302;Brassards de héros
8305;Gantelets de héros
8310;Espauliers de héros
8297;Cape de voyageur
8312;Cuirasse d'albâtre
8320;Bouclier d'albâtre
8348;Heaume de feu
8306;Ceinture de héros
8309;Jambières de héros
8317;Heaume d'albâtre en plaques
8343;Bobine de soie lourde
8308;Bandeau de héros
8311;Protège-bras d'albâtre en plaques
8319;Espauliers d'albâtre en plaques
8314;Gantelets d'albâtre en plaques
8315;Ceinturon d'albâtre en plaques
8932;Emmental d'Alterac
8948;Cèpe des rois séché
8949;Élixir d'agilité
8316;Grèves d'albâtre en plaques
8399;Patron : Bottes armées du scorpide
8407;Patron : Jambières en cuir fauve
8408;Patron : Cape en cuir fauve
8318;Jambières d'albâtre en plaques
8346;Gantelets de la mer
8398;Patron : Gants armés du scorpide
8410;R.O.I.D.S.
8345;Heaume tête-de-loup
8347;Gantelets en écailles de dragon
8397;Patron : Brassards armés du scorpide
8400;Patron : Epaulières armées du scorpide
8344;Filières d'argent
8349;Cuirasse ornée de plumes
8350;L'anneau unique
8363;Charme vaudou des chamans
8364;Truite tête-mithril
8366;Truite ballonnée
8385;Patron : Gants en écailles de tortue
8387;Patron : Masque du grand vaudou
8365;Truite tête-mithril crue
8367;Cuirasse en écailles de dragon
8368;Peau de loup épaisse
8384;Patron : Chapeau de cuir confortable
8383;Lettre simple
8386;Patron : Robe du grand vaudou
8393;Pince de scorpok
8395;Patron : Cuirasse armée du scorpide
8388;Patron : Cape de la nuit
